sofifa_id,player_url,short_name,long_name,age,,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,,player_tags,team_position,,,,,nation_position,,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
138306,https://sofifa.com/player/138306/igor-angulo-alboniga/20/159586,Angulo,Igor Angulo AlbÃ_niga,35,,181,77,Spain,GÃ_rnik Zabrze,73,73,1800000,5000,ST,Left,1,3,3,Medium/Medium,Normal,No,,,ST,,,,,,,79,70,61,71,37,68,,,,,,,"Diver, Avoids Using Weaker Foot, Beat Offside Trap, Giant Throw-in",57,75,70,66,62,71,69,62,54,69,77,81,78,74,72,66,74,69,75,63,47,40,75,61,74,71,38,29,20,12,8,11,8,8
139313,https://sofifa.com/player/139313/christian-fuchs/20/159586,C. Fuchs,Christian Fuchs,33,,187,89,Austria,Leicester City,73,73,1800000,49000,LB,Left,2,2,3,Medium/Medium,Normal,Yes,,,SUB,,,,,,,49,67,76,70,75,68,,,,,,,Long Shot Taker (CPU AI Only),83,57,73,78,72,70,82,77,75,75,49,49,61,76,59,83,74,55,72,75,74,77,63,66,68,70,73,77,76,14,12,15,16,13
139668,https://sofifa.com/player/139668/federico-marchetti/20/159586,F. Marchetti,Federico Marchetti,36,,188,83,Italy,Genoa,73,73,675000,7000,GK,Left,2,3,1,Medium/Medium,Normal,No,,,RES,,,,,,,,,,,,,72,72,65,73,52,73,"Power Free-Kick, Flair, Acrobatic Clearance",13,17,12,36,12,11,14,12,35,20,55,50,60,75,51,49,82,34,62,13,36,22,12,45,22,64,9,12,14,72,72,65,73,73
142780,https://sofifa.com/player/142780/gonzalo-rodriguez/20/159586,G. RodrÃ_guez,Gonzalo Javier RodrÃ_guez,35,,182,79,Argentina,San Lorenzo de Almagro,73,73,1200000,11000,CB,Right,2,3,2,Medium/High,Normal,No,,,SUB,,,,,,,54,48,58,61,72,75,,,,,,,"Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",38,45,75,65,23,57,50,46,65,67,58,51,64,71,58,69,77,61,79,36,81,72,32,65,72,75,74,70,68,12,4,11,12,9
142942,https://sofifa.com/player/142942/javier-gandolfi/20/159586,J. Gandolfi,Javier Marcelo Gandolfi,38,,178,78,Argentina,Club AtlÃ©tico Talleres,73,73,800000,9000,CB,Right,1,2,2,Low/Medium,Stocky,No,,,LCB,,,,,,,42,43,62,52,72,72,,,,,,,Avoids Using Weaker Foot,44,34,73,70,50,45,58,64,69,60,52,34,64,58,51,67,83,42,82,40,82,71,26,62,58,70,69,74,72,12,15,12,16,13
142950,https://sofifa.com/player/142950/roman-martinez/20/159586,R. MartÃ_nez,RomÃ¡n Fernando  MartÃ_nez,36,,184,81,Argentina,Club AtlÃ©tico Aldosivi,73,73,1300000,8000,CM,Right,1,3,3,Medium/Medium,Lean,No,,,RCM,,,,,,,53,70,72,70,58,69,,,,,,,"Selfish, Finesse Shot",66,69,55,77,66,70,77,55,71,73,57,50,70,72,54,75,66,65,71,76,71,55,74,75,41,71,50,70,53,9,10,8,8,15
146111,https://sofifa.com/player/146111/mikel-rico-moreno/20/159586,Mikel Rico,Mikel Rico Moreno,34,,179,75,Spain,SD Huesca,73,73,1900000,8000,"CM, CAM, CDM",Right,1,4,2,High/Medium,Lean,No,,,RCM,,,,,,,40,65,68,66,72,77,,,,,,,,55,61,58,73,53,62,52,63,72,70,46,35,68,77,73,80,77,78,77,64,74,78,69,75,60,76,69,77,71,15,7,10,9,9
146460,https://sofifa.com/player/146460/javier-fuego-martinez/20/159586,Javi Fuego,Javier Fuego MartÃ_nez,35,,181,76,Spain,Real Sporting de GijÃ_n,73,73,1300000,6000,"CDM, CM",Right,2,3,2,Medium/High,Normal,No,,,CDM,,,,,,,38,60,67,65,73,72,,,,,,,"Long Throw-in, Injury Prone",59,54,60,70,53,62,64,62,69,70,43,34,64,74,62,72,71,60,74,64,82,77,58,70,60,86,75,72,71,7,13,14,10,14
148212,https://sofifa.com/player/148212/artem-rebrov/20/159586,A. Rebrov,Artem Rebrov,35,,194,90,Russia,Spartak Moscow,73,73,1100000,1000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,SUB,,,,,,,,,,,,,74,68,65,73,36,78,"Avoids Using Weaker Foot, Acrobatic Clearance",18,13,14,31,15,16,15,14,28,19,46,28,44,65,34,49,72,24,68,11,34,24,13,35,22,42,12,15,12,74,68,65,78,73
148839,https://sofifa.com/player/148839/paul-verhaegh/20/159586,P. Verhaegh,Paul Verhaegh,35,,178,74,Netherlands,FC Twente,73,73,1100000,6000,RB,Right,2,3,2,Medium/Medium,Normal,No,,,RB,,,,,,,66,51,68,71,75,69,,,,,,,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Leadership",73,42,62,73,33,72,62,49,68,70,65,66,67,74,69,66,78,67,69,52,69,78,51,60,87,79,78,74,75,7,10,14,9,12
150659,https://sofifa.com/player/150659/vincent-demarconnay/20/159586,V. Demarconnay,Vincent De Marconnay,36,,180,73,France,Paris FC,73,73,675000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,72,71,75,72,45,75,"Diver, Giant Throw-in",14,12,20,41,17,15,12,8,35,23,36,52,45,70,45,56,60,27,72,9,28,21,7,25,21,61,20,16,20,72,71,75,75,72
153060,https://sofifa.com/player/153060/juan-insaurralde/20/159586,J. Insaurralde,Juan Manuel Insaurralde,34,,187,87,Argentina,Colo-Colo,73,73,1500000,7000,CB,Left,1,2,2,Low/Medium,Normal,No,,,SUB,,,,,,,36,39,56,46,72,76,,,,,,,,46,38,75,67,23,35,46,27,63,58,40,32,55,72,34,48,74,63,82,35,77,70,37,52,40,63,73,72,71,11,10,13,6,13
153275,https://sofifa.com/player/153275/jean-louis-leca/20/159586,J. Leca,Jean-Louis Leca,33,,180,75,France,Racing Club de Lens,73,73,2200000,7000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,72,69,69,75,45,73,"Giant Throw-in, Second Wind",12,11,13,25,11,13,13,12,29,25,50,41,44,70,45,52,64,24,68,13,45,22,11,27,14,61,18,14,15,72,69,69,73,75
155355,https://sofifa.com/player/155355/chung-yong-lee/20/159586,Lee Chung Yong,ìù´ì__ì_© æù_éù’é_™,30,,180,68,Korea Republic,VfL Bochum 1848,73,73,3800000,16000,"CAM, LM",Right,2,3,3,High/High,Lean,Yes,,,RM,,,,,,,68,64,71,75,53,61,,,,,,,,70,62,58,73,66,76,68,65,68,74,72,64,75,74,78,67,58,77,56,63,55,54,70,74,63,72,55,53,41,6,7,7,8,7
155885,https://sofifa.com/player/155885/aiden-mcgeady/20/159586,A. McGeady,Aiden McGeady,33,,177,71,Republic of Ireland,Sunderland,73,73,2400000,13000,LM,Right,2,4,5,High/Medium,Normal,Yes,,#Acrobat,SUB,,,,,,,76,71,72,78,44,61,,,,,,,"Injury Free, Selfish, Finesse Shot, Crowd Favourite",72,65,60,72,72,78,76,73,69,77,75,76,91,69,76,75,57,60,59,80,66,51,69,71,74,73,41,41,29,10,9,12,13,6
156253,https://sofifa.com/player/156253/joe-lewis/20/159586,J. Lewis,Joe Lewis,31,,198,85,England,Aberdeen,73,73,2600000,6000,GK,Right,1,3,1,Medium/Medium,Lean,No,,,GK,,,,,,,,,,,,,76,68,67,75,56,72,,11,19,13,23,15,11,18,19,33,16,55,57,63,64,44,50,74,35,75,13,34,23,16,63,18,62,22,12,13,76,68,67,72,75
157217,https://sofifa.com/player/157217/neri-cardozo/20/159586,N. Cardozo,Neri RaÃºl Cardozo,32,,173,66,Argentina,Defensa y Justicia,73,73,3000000,12000,"CM, LM",Right,1,3,3,High/High,Lean,No,,,RCM,,,,,,,76,67,72,71,65,75,,,,,,,,72,67,55,69,55,69,80,70,74,72,81,71,79,70,73,67,69,83,74,70,70,59,72,75,59,71,69,70,64,9,15,15,10,13
157716,https://sofifa.com/player/157716/marco-russ/20/159586,M. Russ,Marco Russ,33,,190,88,Germany,Eintracht Frankfurt,73,73,1900000,24000,CB,Right,2,2,2,Medium/Medium,Normal,No,,,RES,,,,,,,32,47,52,42,74,68,,,,,,,"Long Passer (CPU AI Only), Giant Throw-in",30,42,79,67,33,39,29,28,65,44,32,32,32,71,42,67,53,33,83,44,77,70,34,51,50,73,74,75,73,16,6,13,6,11
158777,https://sofifa.com/player/158777/philipp-tschauner/20/159586,P. Tschauner,Philipp Tschauner,33,,196,93,Germany,RB Leipzig,73,73,2200000,26000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,RES,,,,,,,,,,,,,72,71,66,74,42,71,Acrobatic Clearance,7,9,47,24,7,7,15,15,25,22,38,46,36,72,37,50,60,23,75,15,27,9,14,41,22,38,20,12,15,72,71,66,71,74
158856,https://sofifa.com/player/158856/christian-gentner/20/159586,C. Gentner,Christian Gentner,33,,189,81,Germany,1. FC Union Berlin,73,73,2300000,29000,"CM, CDM, CAM",Right,2,4,2,Medium/Medium,Normal,No,,,CM,,,,,,,34,72,71,67,72,73,,,,,,,"Injury Prone, Giant Throw-in",67,69,78,74,74,68,69,54,72,72,34,34,50,71,48,79,61,67,77,75,72,75,73,75,63,76,67,74,73,15,11,16,7,8
161663,https://sofifa.com/player/161663/sebastian-viera/20/159586,S. Viera,Mario SebastiÃ¡n Viera Galain,36,,184,86,Uruguay,Junior FC,73,73,675000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,71,70,72,75,39,73,"Avoids Using Weaker Foot, Flair, Acrobatic Clearance",12,8,14,11,12,7,69,74,21,24,41,37,45,69,51,54,69,28,60,9,30,22,14,52,24,58,26,9,9,71,70,72,73,75
162951,https://sofifa.com/player/162951/marcos-angeleri/20/159586,M. Angeleri,Marcos Alberto Angeleri,36,,183,76,Argentina,Argentinos Juniors,73,73,725000,7000,"RB, CB",Right,2,3,2,Medium/High,Normal,No,,,SUB,,,,,,,61,49,64,58,76,77,,,,,,,"Injury Prone, Giant Throw-in",74,41,71,72,42,53,58,47,68,62,63,60,65,78,53,72,81,69,78,43,85,76,44,45,58,77,75,77,77,13,10,7,6,12
163209,https://sofifa.com/player/163209/steven-naismith/20/159586,S. Naismith,Steven Naismith,32,,178,72,Scotland,Heart of Midlothian,73,73,3200000,9000,"ST, CAM, LM",Right,2,3,3,High/High,Normal,Yes,,,LM,,,,,,,65,72,70,70,62,80,,,,,,,"Power Free-Kick, Beat Offside Trap, Finesse Shot, Giant Throw-in",66,73,75,70,69,68,72,50,70,72,66,65,75,73,71,75,87,78,77,67,86,67,75,79,70,81,60,59,57,12,11,8,9,16
164477,https://sofifa.com/player/164477/john-obi-mikel/20/159586,J. Mikel,John Michael Nchekwube Obinna,32,,188,86,Nigeria,Trabzonspor,73,73,3000000,24000,"CM, CDM, CAM",Right,3,3,3,Medium/High,Normal,Yes,,,CAM,,,,,,,54,59,71,68,78,79,,,,,,,Injury Prone,65,50,75,79,62,69,67,59,77,72,53,54,52,78,47,74,75,75,83,67,77,78,54,62,45,79,78,78,77,14,9,16,14,14
165232,https://sofifa.com/player/165232/olivier-veigneau/20/159586,O. Veigneau,Olivier Veigneau,33,,176,70,France,KasimpaÅŸa SK,73,73,1800000,11000,LB,Left,1,3,3,Medium/Medium,Normal,No,,,LB,,,,,,,66,44,68,70,75,68,,,,,,,Inflexible,70,25,61,72,38,69,58,43,73,69,67,66,78,68,79,66,73,72,64,62,72,76,47,64,53,64,75,80,74,12,15,8,9,7
165429,https://sofifa.com/player/165429/claudiu-keseru/20/159586,C. KeÈ™erÃ_,Claudiu Andrei KeÈ™erÃ_,32,,178,71,Romania,Romania,73,73,0,0,ST,Left,2,3,2,High/Medium,Normal,No,,,,,,,,CAM,,68,75,66,64,38,66,,,,,,,,67,75,69,66,70,62,68,71,58,66,72,65,59,76,78,80,64,72,73,69,40,47,78,69,75,70,32,32,28,14,10,12,8,12
165531,https://sofifa.com/player/165531/ismael-sosa/20/159586,I. Sosa,VÃ_ctor Ismael Sosa,32,,178,71,Argentina,Club LeÃ_n,73,73,3100000,24000,"RM, RW",Right,1,3,3,High/Low,Lean,No,,,RCM,,,,,,,81,68,68,74,46,71,,,,,,,"Selfish, Early Crosser",67,68,67,72,56,73,70,54,63,73,81,81,83,70,66,71,68,75,71,70,67,50,73,71,60,73,37,47,39,14,11,8,11,12
165735,https://sofifa.com/player/165735/brad-jones/20/159586,B. Jones,Brad Jones,37,,193,87,Australia,Al Nassr,73,73,400000,14000,GK,Left,1,2,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,71,69,68,71,54,75,"Flair, Acrobatic Clearance",19,17,11,28,11,18,13,12,18,22,52,55,25,75,30,51,70,40,72,11,32,23,17,30,35,56,17,13,13,71,69,68,75,71
165788,https://sofifa.com/player/165788/leonardo-ulloa/20/159586,L. Ulloa,JosÃ© Leonardo Ulloa,32,,186,88,Argentina,Pachuca,73,73,3200000,19000,ST,Right,1,3,2,Medium/Medium,Normal,Yes,,#Strength,SUB,,,,,,,36,72,62,68,50,79,,,,,,,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",51,74,83,69,71,69,55,56,63,72,34,37,55,74,57,76,74,65,89,63,71,33,77,63,73,72,55,48,45,13,8,8,16,11
166074,https://sofifa.com/player/166074/tiago-manuel-dias-correia/20/159586,BebÃ©,Tiago Manuel Dias Correia,28,,190,83,Portugal,Rayo Vallecano,73,73,4000000,8000,"LM, RM",Right,1,4,3,Medium/Low,Normal,Yes,,#Strength,SUB,,,,,,,83,74,69,72,41,82,,,,,,,"Long Throw-in, Injury Free, Argues with Officials, Early Crosser",71,72,57,70,69,74,67,73,68,73,76,88,71,68,59,88,69,75,90,70,72,33,68,66,65,67,62,28,20,15,7,8,7,11
167452,https://sofifa.com/player/167452/oliver-fink/20/159586,O. Fink,Oliver Fink,37,,187,78,Germany,Fortuna DÃ_sseldorf,73,73,1300000,17000,"CM, CAM, LM",Right,1,4,2,High/High,Normal,No,,#Engine,SUB,,,,,,,40,63,72,65,70,78,,,,,,,"Injury Prone, Giant Throw-in",71,54,73,78,62,64,63,61,70,71,42,39,55,73,54,76,75,86,76,71,72,70,69,70,60,75,64,72,81,11,14,9,8,14
167575,https://sofifa.com/player/167575/anton-shunin/20/159586,A. Shunin,Anton Shunin,32,,191,88,Russia,Russia,73,73,0,0,GK,Left,1,3,1,Medium/Medium,Lean,No,,,,,,,,SUB,,,,,,,,72,72,70,75,41,72,,18,11,12,28,16,14,15,13,30,20,43,39,42,68,48,53,64,30,64,12,36,22,13,47,21,41,16,14,17,72,72,70,72,75
167753,https://sofifa.com/player/167753/adem-buyuk/20/159586,A. BÃ_yÃ_k,Adem BÃ_yÃ_k,31,,177,78,Turkey,Galatasaray SK,73,73,3500000,45000,"LM, ST",Right,1,3,3,High/Medium,Stocky,No,,,SUB,,,,,,,76,71,66,77,29,66,,,,,,,"Long Passer (CPU AI Only), Crowd Favourite",68,72,71,70,65,76,63,45,62,76,75,76,81,71,84,71,92,73,56,71,76,37,70,65,59,70,21,19,20,11,7,15,15,11
169317,https://sofifa.com/player/169317/tarik-elyounoussi/20/159586,T. Elyounoussi,Tarik Elyounoussi,31,,172,66,Norway,AIK,73,73,3600000,10000,"ST, CAM, CM",Right,1,4,4,High/High,Lean,No,,#Acrobat,LCM,,,,,SUB,,82,71,67,77,47,68,,,,,,,"Beat Offside Trap, Early Crosser",68,70,62,71,76,76,68,65,50,74,82,82,90,74,91,72,77,83,64,69,59,54,76,74,65,72,56,33,28,15,8,9,14,7
169638,https://sofifa.com/player/169638/charlie-daniels/20/159586,C. Daniels,Charlie Daniels,32,,178,75,England,Bournemouth,73,73,2500000,41000,"LB, LWB",Left,1,3,3,High/Medium,Normal,Yes,,,LB,,,,,,,63,61,72,72,74,64,,,,,,,"Inflexible, Dives Into Tackles (CPU AI Only)",76,52,67,73,57,73,69,68,69,74,65,62,63,74,69,74,75,63,63,63,64,74,66,71,72,70,73,76,75,14,16,13,6,7
170597,https://sofifa.com/player/170597/tim-krul/20/159586,T. Krul,Tim Krul,31,,188,74,Netherlands,Norwich City,73,73,2600000,26000,GK,Left,2,2,1,Medium/Medium,Lean,Yes,,,GK,,,,,,,,,,,,,74,72,68,75,39,68,Acrobatic Clearance,13,11,19,36,16,13,13,15,25,25,43,35,48,70,42,51,69,36,63,14,36,19,11,52,42,57,14,17,14,74,72,68,68,75
170923,https://sofifa.com/player/170923/andrey-eschenko/20/159586,A. Eschenko,Andrey Eshchenko,35,,176,78,Russia,Spartak Moscow,73,73,1100000,1000,RB,Right,1,3,2,High/Medium,Stocky,No,,,RB,,,,,,,76,57,68,69,71,69,,,,,,,Inflexible,71,61,66,69,39,62,50,49,70,73,75,77,78,71,86,56,50,72,67,50,76,74,65,69,55,74,68,74,74,7,10,14,6,7
171830,https://sofifa.com/player/171830/nicolas-spolli/20/159586,N. Spolli,NicolÃ¡s Federico Spolli,36,,193,90,Argentina,Crotone,73,73,800000,3000,CB,Right,2,3,2,Medium/Medium,Lean,No,,#Strength,CB,,,,,,,38,39,34,42,75,71,,,,,,,Long Passer (CPU AI Only),25,36,76,45,35,41,19,18,45,47,32,42,30,60,32,70,70,32,91,22,72,78,20,25,33,72,76,73,71,8,7,10,10,14
172203,https://sofifa.com/player/172203/fraser-forster/20/159586,F. Forster,Fraser Forster,31,,201,93,England,Southampton,73,73,2600000,29000,GK,Right,2,5,1,Medium/Medium,Normal,Yes,,,SUB,,,,,,,,,,,,,70,72,60,77,31,74,"Second Wind, Flair Passes",19,13,13,27,19,20,10,19,19,33,26,35,32,67,42,45,59,29,80,12,40,22,13,44,22,56,11,13,12,70,72,60,74,77
172517,https://sofifa.com/player/172517/mike-jensen/20/159586,M. Jensen,Mike Lindemann Jensen,31,,177,75,Denmark,Rosenborg BK,73,73,3400000,7000,CM,Right,1,4,3,High/High,Normal,No,,#Engine,RCM,,,,,,,73,68,72,74,63,79,,,,,,,"Diver, Avoids Using Weaker Foot, Argues with Officials, Giant Throw-in",70,65,56,76,62,73,67,69,68,77,75,72,72,71,80,78,60,90,74,68,83,63,68,72,67,82,65,63,63,12,12,14,14,9
172837,https://sofifa.com/player/172837/enrico-alfonso/20/159586,E. Alfonso,Enrico Alfonso,31,,191,87,Italy,Brescia,73,73,2600000,9000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,SUB,,,,,,,,,,,,,72,72,63,73,50,73,,13,17,25,33,15,24,12,11,35,33,50,50,60,70,59,47,69,32,64,15,33,26,18,38,34,65,15,22,20,72,72,63,73,73
172960,https://sofifa.com/player/172960/lewis-grabban/20/159586,L. Grabban,Lewis Grabban,31,,183,78,England,Nottingham Forest,73,73,3600000,37000,ST,Right,1,3,3,Medium/Low,Normal,Yes,,,ST,,,,,,,68,73,60,68,31,68,,,,,,,"Injury Free, Beat Offside Trap",62,76,72,65,72,67,66,60,46,69,69,68,73,69,69,73,47,67,75,64,55,22,80,56,70,70,29,27,24,10,15,12,12,11
175314,https://sofifa.com/player/175314/kevin-mcdonald/20/159586,K. McDonald,Kevin McDonald,30,,193,96,Scotland,Fulham,73,73,3300000,31000,CDM,Right,1,4,3,Medium/Medium,Normal,Yes,,,SUB,,,,,,,49,59,70,67,70,75,,,,,,,"Avoids Using Weaker Foot, Leadership",69,54,56,75,50,66,63,56,72,73,47,50,53,72,61,71,68,70,78,64,76,72,60,67,48,78,73,74,61,7,11,6,8,8
176071,https://sofifa.com/player/176071/dax-mccarty/20/159586,D. McCarty,Dax McCarty,32,,175,68,United States,Chicago Fire,73,73,2600000,7000,"CDM, CM",Right,1,3,3,Medium/High,Normal,No,,,LDM,,,,,,,50,54,67,69,70,74,,,,,,,"Diver, Avoids Using Weaker Foot",59,46,64,76,56,67,66,54,66,69,58,43,70,73,76,68,60,88,67,53,78,70,58,63,66,66,73,69,70,15,6,8,6,11
176137,https://sofifa.com/player/176137/jelle-vossen/20/159586,J. Vossen,Jelle Vossen,30,,183,81,Belgium,Club Brugge KV,73,73,3900000,20000,ST,Right,2,4,3,High/Medium,Normal,No,,,SUB,,,,,,,59,75,70,69,45,69,,,,,,,,65,76,68,71,78,67,70,70,73,72,63,55,72,72,71,74,65,80,67,72,63,46,81,73,78,76,46,38,39,11,8,13,9,13
176377,https://sofifa.com/player/176377/dusko-tosic/20/159586,D. ToÅ¡iÄ‡,DuÅ¡ko ToÅ¡iÄ‡,34,,185,80,Serbia,Guangzhou R&F FC,73,73,1500000,12000,"CB, LB",Left,1,2,2,High/High,Stocky,No,,,RCB,,,,,,,53,51,63,54,72,78,,,,,,,"Diver, Injury Prone",64,38,72,70,32,59,53,46,62,55,56,51,33,67,36,74,72,70,81,58,80,73,65,58,43,64,68,73,74,11,6,10,12,16
176526,https://sofifa.com/player/176526/leonardo-burian/20/159586,L. BuriÃ¡n,Leonardo FabiÃ¡n BuriÃ¡n Castro,35,,188,81,Uruguay,Club AtlÃ©tico ColÃ_n,73,73,1100000,6000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,71,70,71,74,41,73,Acrobatic Clearance,13,15,12,37,13,13,15,15,35,33,40,42,68,73,69,53,71,43,67,19,36,28,15,20,25,52,10,18,14,71,70,71,73,74
176545,https://sofifa.com/player/176545/christian-marrugo/20/159586,C. Marrugo,Christian Camilo Marrugo RodrÃ_guez,33,,177,75,Colombia,Puebla FC,73,73,2400000,8000,"CAM, CM",Right,1,4,3,Medium/Medium,Normal,No,,,SUB,,,,,,,64,64,73,72,52,64,,,,,,,"Argues with Officials, Finesse Shot",73,59,58,74,70,72,65,59,72,73,64,64,69,74,68,70,30,65,70,68,57,54,72,78,63,75,52,51,49,7,12,16,7,14
176630,https://sofifa.com/player/176630/marco-andre-rocha-pereira/20/159586,Marco Rocha,Marco AndrÃ© Rocha Pereira,32,,183,83,Portugal,Santa Clara,73,73,2400000,4000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,71,69,67,75,62,72,,33,12,9,40,14,29,31,36,37,35,64,60,68,73,64,50,74,34,57,18,37,12,9,49,49,61,18,21,24,71,69,67,72,75
176687,https://sofifa.com/player/176687/andreas-beck/20/159586,A. Beck,Andreas Beck,32,,180,79,Germany,KAS Eupen,73,73,2500000,10000,"RB, RWB",Right,2,3,3,Medium/High,Normal,No,,,RB,,,,,,,67,45,67,68,75,69,,,,,,,"Diver, Dives Into Tackles (CPU AI Only)",67,29,68,72,28,67,77,65,67,68,68,67,70,73,70,70,66,68,68,62,74,74,43,55,42,75,77,77,73,11,13,12,16,16
176693,https://sofifa.com/player/176693/jean-sylvain-babin/20/159586,J. Babin,Jean-Sylvain Claude Babin,32,,181,91,France,Real Sporting de GijÃ_n,73,73,2600000,8000,CB,Right,1,3,2,Medium/Medium,Stocky,No,,#Strength,RCB,,,,,,,38,48,59,46,72,82,,,,,,,"Long Throw-in, Leadership",44,27,75,69,25,38,47,66,60,55,33,42,35,71,62,85,79,82,88,63,68,70,54,57,44,66,72,73,72,15,10,16,8,7
176717,https://sofifa.com/player/176717/per-karlsson/20/159586,P. Karlsson,Per Karlsson,33,,184,81,Sweden,AIK,73,73,1900000,8000,CB,Right,1,3,2,Low/High,Normal,No,,,CB,,,,,,,70,36,45,49,74,75,,,,,,,"Diver, Giant Throw-in",35,32,66,54,32,42,34,29,52,49,67,72,66,67,67,51,85,69,80,30,68,75,36,39,40,68,74,75,77,11,15,14,14,9
176772,https://sofifa.com/player/176772/alexandre-oukidja/20/159586,A. Oukidja,Alexandre Oukidja,30,,184,79,Algeria,FC Metz,73,73,2700000,12000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,74,68,63,77,46,73,,13,14,16,24,15,14,11,18,27,12,48,45,54,66,58,47,67,35,68,19,43,18,11,31,24,56,12,19,12,74,68,63,73,77
177134,https://sofifa.com/player/177134/demba-ba/20/159586,D. Ba,Demba Ba,34,,189,82,Senegal,Medipol BaÅŸakÅŸehir FK,73,73,2100000,31000,ST,Right,3,3,3,High/Medium,Normal,Yes,,,ST,,,,,,,70,73,68,68,45,70,,,,,,,Power Free-Kick,66,72,65,69,74,69,76,72,63,71,71,70,57,72,53,74,76,65,74,67,63,46,78,69,87,78,35,48,45,6,10,15,5,6
177578,https://sofifa.com/player/177578/sebastian-prodl/20/159586,S. PrÃ¶dl,Sebastian PrÃ¶dl,32,,196,97,Austria,Watford,73,73,2600000,41000,CB,Right,2,2,2,Medium/Medium,Normal,Yes,,"#Aerial Threat, #Strength",RES,,,,,,,31,36,50,39,74,70,,,,,,,Long Passer (CPU AI Only),44,34,80,60,22,30,32,38,49,54,30,31,29,66,27,47,31,31,88,32,84,73,37,46,35,68,72,75,73,11,8,12,15,8
177712,https://sofifa.com/player/177712/kevin-monnet-paquet/20/159586,K. Monnet-Paquet,KÃ©vin Monnet-Paquet,30,,184,81,France,AS Saint-Ã‰tienne,73,73,3800000,24000,"LM, RWB",Right,2,3,3,Medium/High,Lean,No,,,RES,,,,,,,79,68,70,70,52,73,,,,,,,,73,67,63,73,67,70,68,58,63,70,80,78,74,66,70,73,65,82,72,67,64,53,70,69,57,68,49,47,58,10,6,9,6,16
177896,https://sofifa.com/player/177896/mario-vrancic/20/159586,M. VranÄçiÄ‡,Mario VranÄçiÄ‡,30,,187,78,Bosnia Herzegovina,Norwich City,73,73,3700000,36000,"CM, CAM, CDM",Left,1,3,3,Medium/Medium,Lean,No,,,SUB,,,,,,,55,70,73,73,59,70,,,,,,,Crowd Favourite,69,66,52,74,71,71,74,78,73,76,53,56,75,72,66,76,53,71,72,75,66,59,67,76,55,70,55,68,49,12,8,8,12,6
178284,https://sofifa.com/player/178284/lee-nguyen/20/159586,L. Nguyen,Lee Nguyen,32,,173,68,United States,Los Angeles FC,73,73,3100000,7000,"CAM, CM",Right,1,3,4,High/Low,Normal,No,,,SUB,,,,,,,69,70,72,74,46,62,,,,,,,"Selfish, Argues with Officials, Finesse Shot",67,68,42,75,68,74,75,72,70,72,72,67,76,74,73,72,37,70,60,71,63,43,69,73,76,75,55,44,34,6,13,9,11,13
178418,https://sofifa.com/player/178418/federico-peluso/20/159586,F. Peluso,Federico Peluso,35,,188,82,Italy,Sassuolo,73,73,1200000,24000,"CB, LB",Left,2,3,2,Medium/Medium,Lean,No,,,SUB,,,,,,,52,49,58,59,75,69,,,,,,,,68,41,77,62,31,59,69,47,62,60,52,52,56,70,46,65,69,62,73,57,67,75,50,38,48,71,74,75,75,9,5,4,6,4
178567,https://sofifa.com/player/178567/erik-pieters/20/159586,E. Pieters,Erik Pieters,30,,186,87,Netherlands,Burnley,73,73,3200000,25000,"LB, LWB",Left,2,3,3,Medium/High,Normal,Yes,,,LB,,,,,,,66,40,69,69,73,78,,,,,,,Dives Into Tackles (CPU AI Only),72,32,74,73,34,70,70,56,64,71,65,67,62,70,62,51,72,77,77,36,84,71,64,65,59,66,73,74,73,16,15,8,12,10
